id,category,product_title,rating,review_text
f9c56e5a-2663-4777-8076-76ee5e6309f7,Kitchen,"Crock-Pot Crock-Pot 20-Ounce Lunch Crock Food Warmer, Black/Blue,  1, Black/Blue",5,"Loved my little Crockpot for work. Used it only a few times, but my food comes out great with all its juices."
ab09b9c4-bcd2-44ed-9873-79fb0ecd67ac,Kitchen,T-fal A90996 Specialty Stainless Steel Double Boiler with Phenolic Handle Cookware,1,Did not. Order
1d0f80ab-0fa6-42ec-907e-95e271358b9b,Jewelry,Tomas Sterling Silver Crystal Stud Earrings - Pacific Opal,5,Very pretty! Love this stone!
efbc939c-3ad3-4bd7-b2ef-5e34aabd3ef7,Kitchen,"Wusthof Gourmet Offset Slotted Spatula, 6-1/2-Inch",5,Nice offset slotted spatula
a76c0826-b5c9-4c83-b678-74dcdf92d8b5,Kitchen,Delonghi EMK6 Alicia Electric Moka Espresso Coffee Maker,4,thought is was bigger
e9e4fddb-f5d7-4fad-a2ca-84c659a2fec1,Kitchen,Joseph Joseph Twist 2-in-1 Silicone Whisk,4,"It's a bit flimsy when you turn it out to be a traditional style wisk , but I love it as a flat wisk!"
cc9d4991-a063-4a56-882e-2bdf2fe24be4,Kitchen,"Bakelicious 72830 Christmas Barkitecture Chocolate Mold, Silicone",5,"These are fabulous,  I absolutely love them.  They much better and easy to assemble then the stupid cardboard things that Wilton company sells."
dbd8ada8-2755-4867-8dc2-8046a235c46a,Kitchen,Inspired Basics Cast Iron Cleaner XL 8x6 Inch 316L Highest Grade Stainless Steel Cast Iron Skillet Cleaner,5,"I just received this today and I did use it on one of my Lodge pans that was clean but had a few carbon pieces that had become part of the pan over the years. It very easily knocked those pieces off. I've been wanting some of this (or one of these) for a while but I find it easy enough to take care of cast iron without anything special. Depending on what you do with your pans though, sometimes nothing works as well as a specialized piece designed for that very purpose. Let me say though, I have never used one of these before nor have I ever seen or handled them anywhere else so I cannot say how this compares to the other pieces of chainmail on the market. So that being said, this is heavy duty, well put together and a good grade of stainless and as I said, it works... And it did something that I was going to have to use something like a chisel or perhaps a strong flat head screwdriver for (although I didn't want to take the chance of gouging the pan surface). There is merit to &#34;the right tool for the right job&#34;. I got this at a promotional price in exchange for an honest review (to be fair, they never said they expected a review of any kind so maybe &#34;in exchange&#34; is the wrong term but that's implied). Honestly, I do not think I would have purchased this otherwise even though I said I have wanted one, for a few reasons, one is my cast iron has been meticulously cared for and has a great no stick surface so clean up is a snap, and another is I don't really use the pans for let's say a scrambled egg and cheese casserole or something that has the potential to be that messy... That is where I could see something like this coming into its own and were that the case, I would be all over something such as this. And that's why the 4 stars rather than 5. For me, this is a very specialized utensil, and as of yet I don't really see any other use for it. If this hits the mark for you, then yes, 5 stars for the build and materials and the company. If I figure outanother use for this, I'll let you know. ***************** I just changed this from 4 to 5 stars, this thing is great for cleaning grill grates and also the grill ridges in a stove top griddle, as long as it's not coated with something like Teflon. Now this has multiple uses for me and that's the fifth star!"
ef884d81-0309-491e-bb76-fbf13173fdfd,Kitchen,"12"" Latex Balloons",5,balloons. they blow up. they dont defalte for a whil.e
bd8f77d8-af0d-4928-9f91-c155044a48cc,Kitchen,Lakemint Zoodle Chef Vegetable Spiralizer with Recipe e-Book and Cleaning Brush,5,"This is a great tool for fun veggies! I just received mine today, and already convinced my &#34;ewww...vegetables!&#34; kid to join me in zucchini and eggs for breakfast...and she LOVED them. Can't wait to try out other veggies. VERY easy clean-up, and small enough to drop in a drawer. I can foresee a very busy future for my Zoodle!"
4d736ae6-5950-4241-9d70-d7acd2d0bd09,Kitchen,"Ivation Lightweight Digital Kitchen Scale w/Plastic-Covered Buttons - Ounce, Milliliter & Gram Weight Units - Features 11 Pounds Capacity & One-Button Tare Setting",5,Easy to use & it stores nicely!
baa90425-1179-4c11-aad7-bbe646fa2556,Kitchen,Zak Designs Confetti Red Extra Large Mixing Bowl,1,Arrived broken!
0d3d2799-aaf1-4c31-9533-ee16ec4c3fb3,Jewelry,Girls Earrings - This Cute Pair of Little Girls Stud Earrings Is Studded with Clear and Pink Rhinestones - Jewelry for Girls or Flower Girls Are Always Popular Gifts,5,My 5 year old granddaughter liked these sparkly earrings and was impressed with the pretty silver box they came in.
714b4282-7773-416f-9031-50784580dc45,Kitchen,Cybrtrayd Life of the Party AO062 Cherry Bon-Bon Chocolate Candy Mold in Sealed Protective Poly Bag Imprinted with Copyrighted Cybrtrayd Molding Instructions,5,"I use these to make scented wax melts, they work like a charm.  Received sooner than expected too!!"
dcaab57e-2ae1-4662-96f3-40629b0ec8e5,Jewelry,Rembrandt Charms Music Charm with Lobster Clasp,5,Love my charms
77398786-8b44-4f8e-a35e-b87071fe6e3c,Jewelry,Bling Jewelry Kids Red Enamel Apple 925 Sterling Silver 11mm,5,"Can't wait to wear these on the first day of school. The kiddos always get a kick out of my pencil earrings, im sure they'll love these too. Perfect size- they look just like the picture."
cd3b254e-1398-4001-9642-eba75d67dfad,Kitchen,"Rubbermaid 26073 Limited Edition Dishwasher Safe Pitcher, Red",5,It's a pitcher - it's solid and doesn't leak - no complaints!
7026f0cc-8370-4abf-a2d8-1f59244f0700,Jewelry,Aiyaya Jewelry Vintage Grand Choker Rhinestones Fashion Necklace,5,"Simply stunning! Being from South Louisiana, we attend a lot of formal Mardi Gras balls, Twelfth Night parties, Festival balls, etc.  This is the perfect piece of jewelry to dress up a simple formal or semi-formal gown. The necklace incorporates lots of colors and could really be paired with a multitude of things. I like big, chunky, glamorous jewelry, and this is definitely a stunner! I have a lot of my great grandmother's antique jewelry and this reminds me of something from the 1940's. The colors of the necklace remind me of the beaches of Cancun and the beautiful shades of blue waters and the yellow sunshine. It comes packaged in a red velvet drawstring bag. Mine came in with a stone missing, I assume from shipping, but I am working on getting it exchanged as I type. This is definitely not a cheap, lightweight piece! It is so much more than I expected and I was pleasantly surprised! I do not think you will be disappointed at all with this piece, especially for the price! I received this product at a discount in exchange for my honest and unbiased review."
e8f86669-aa81-4ecc-9711-6f1d7eb6c07f,Kitchen,12 Black Plastic Pour Spout Dust Cap Covers Universal Dust and Bug Protection,4,"My husband is a bartender and does private events in addition to his job at the bar. I think of the &#34;small things&#34;...like keeping the dust out of the bottles with the pourers. He got the tyre of pourer spouts with the flaps for his bar, but the plastic black ones (w/o flaps) for home. These fit perfectly. Great price, serve their purpose well."
36bb9b53-cc30-44d4-8408-23c19b9d6564,Kitchen,Cute Rilakkuma Bear Plastic Chopsticks with Silicone Guides -Brown Color,5,Bought this for a friend who didn't know how to eat with chopsticks. And she loves it! Great for training!
70128d47-b744-4421-96ff-a52d3b0d52cf,Jewelry,"Sterling Silver Purple Amethyst & White Topaz Gemstone Women's Ring Sizes 5 to 9 (4.90 cttw, 14X10MM Oval)",5,Gorges
19d3c205-8dfb-473d-ad21-30514e05e2f5,Jewelry,Aqua lt blue Flower Starfish top & bottom 2 pc spinal Belly button navel Ring piercing bar body jewelry 14g,4,It was as described. Pretty stones. I did not like how it poked me but overall it was as described.
bf4f3700-b6e3-4000-a88d-acf081884641,Jewelry,Lokai Bracelet - Medium,5,Was exactly as pictured and I recieved it early.
1c6417db-3cda-4a02-bb43-71104c2f5f7a,Jewelry,Sterling Silver Swirl Hook Swarovski Elements Crystal Heart Drop Earrings,5,Very pretty.  Like wearing hoops.
b0e6bb50-a31e-44e5-a68d-caaeec6470ad,Kitchen,OXO Good Grips Zester and Grater,5,This is a great product. Very happy I bought it. I use it for making lemon zest all the time.
87be9f94-ac75-41d3-bfd1-9c95a2bd65f5,Jewelry,His & Her's 8MM/6MM Tungsten Carbide Celtic Knot Dragon Design Carbon Fiber Inlay Wedding Band Ring Set,5,"Beautiful rings!  They fit and wear comfortably and engraving is clear.  Seller is great too, very communicative and helpful!  The only suggestion I have would be to try to center the engraving more in the middle of the band widths and a bit further away from the tungsten labeling on the inside of the rings.  For the price of the rings and engraving for both this is a great deal!"
280256b4-49cd-4f87-a3ca-aa6eea48376e,Jewelry,Long Necklace for Women Handcrafted Silver Tone Czech Glass Crystal Bead,5,"Very pretty and elegant! The crystals are darker than they appear in the photo, and actually look nicer than I expected. I have worn this necklace to work and received several compliments... it looks like you spent more $ than you did :)"
2d653c2a-7b5c-4789-82ac-df4e0951131f,Jewelry,14k White Gold 2-6mm Basket Round Solitaire Cubic Zirconia Children Screw Back Baby Girls Earrings,1,Were worn less than a week when stone and setting broke off and were lost.
01a0027e-f261-4402-8802-c69ec62eae4c,Kitchen,"Basily Vegetable Spiral Slicer - Stainless Steel Vegetable Spiralizer - Best Way To Julienne A Carrot, Potato, Zucchini, Cucumber - Special Japanese Blades 2 Julienne Sizes Professional Spiral Cutter -",5,Received on time and as described. Will use again.
a71591fc-91c4-47c0-ad0a-dd33c244738e,Kitchen,Jollylife Silicone Mold Ice Cube Tray Ball for Star Wars Lovers or Party Theme 2pcs,4,Very good
033c543c-da1e-4b3c-a11b-261aef50d201,Kitchen,Dolisia Stainless Steel Whipped Cream Dispenser – Culinary Professional Starter Kit 8 N20 Cream Chargers (Whipped Cream Dispenser + 8 N20 Cream Chargers),5,"it works great, it holds a pint of cream and stays fresh for a while in the fridge if you don't use it all at once."
17b8efe6-e0b2-4e49-a5fe-24bc8568d742,Jewelry,"Gold Plated Heart Ring, Love Ring Heart, Promise Ring 925 Sterling Silver Plated in 18k Gold -Available sizes 5,5.5,6,6.5,7,7.5,8,8.5,9",5,Love it got one in silver for the summer and one in gold for the winter I'm thinking about getting one for my daughter and granddaughter..update it has been 6 months now color has changed
edea43cb-e1b7-453b-9e9b-e0efd1592231,Jewelry,Diva Co.black Onyx Pendant Tassel Lace Choker Handmade Necklace Lolita,3,made flimsy. my hand one with the ring came broken
64a5234d-f9ac-4baa-85d4-22680004effd,Kitchen,Taylor Precision Products Digital Refrigerator/Freezer Thermometer,3,"Thermomenter is great to check my wine fridge, but it can't hang on the wooden racks, so I just stand it up."
6f406526-b139-426e-bd70-be38de9736f9,Kitchen,Top Rated Bellemain Premium Quality Stainless Steel Lemon Squeezer with Silicone Handles,5,"The best lemon squeezer I've ever used! Large enough to fit those monster-sized lemons, strong steel to give them a good squeeze, and small enough holes to not let those darn seeds through. I like the comfort of the handles too. Excellent product."
064d6b5e-68da-4a34-9ba8-f521d61ac27f,Jewelry,8MM Tungsten Carbide Men's Wedding Band Ring in Comfort Fit and Matte Finish Sizes 5 to 16,5,"I bought this because the ring I ordered for my wedding was not going to be delivered in time for my wedding.  I considered cancelling my original one, which cost over $300 and keeping this $20 ring.  I was amazed by the weight, quality and comfort fit of this ring.  This is a solid piece of jewelry and manly looking.  I work a lot with my hands and although I only wore this ring for a few weeks, it was still in perfect condition when the other one arrived.  Very quick shipping also.  Couldn't have been more satisfied.  I told my wife I would wear this ring every year on my anniversary since this is the ring I wore on our wedding day."
45e740ca-473d-47ae-84e1-badd8b3f74b3,Kitchen,Wagner Magnalite 5781 Aero-Thermal High Performance 1 Quart Cooking Saucepan with Lid,5,"Perfection. The casting & finish quality are absolutely top notch, handle very comfortable and the bottom edge curvature makes cleaning easier."
d97b6acb-c430-46ca-9751-4a1752af34a7,Kitchen,FloridaBrands Plastic Ice Cube Tray - Color May Vary,1,"We couldn't even use these, I threw them away. The ice would break into tiny shards rather than pop out like it's supposed to."
3585c0df-540f-4d8c-bb5a-59ee19480cda,Jewelry,Bling Jewelry .925 Silver Natural Compressed Turquoise Leverback Earrings,5,"Matches Bling's Lapis ring nicely. Love the color of the stone, it's a nice deep blue and the silver is nice quality. The earrings aren't too heavy, and I like that the scroll work covers it partially. Seems like a nice secure earring. I'm wearing them now and they are very comfortable."
b8599cbe-1ec2-4884-8584-7418e848c255,Kitchen,Sato Cutting Board Holder Stand,5,"Fits my cutting boards behind my kitchen sink.  My sink is on a corner, so it fills the space well.  Good use of storage for a small space there."
dd623e94-9422-460f-8c20-190d0d5432f4,Kitchen,iSi Set of 3 Flexible Measuring Cups - 1,5,Ii love this set...I heat milk for my coffee in the microwave and just pour it into the metal carafe.  The other sizes are just as useful.  I will surely give it as presents to lucky folks.
5197ffce-4b62-43a6-907c-3d7e3515b1d6,Kitchen,Tovolo Twist-Lock Corn Holders - Set of 8,5,"Some real thought went into these holders.  The overall length is 3 1/8 inches and the central spike is 1 1/4 inches.  The central spike extends beyond the screw.  Inserting them is simplicity itself.  Press the central spike into the cob, and then screw it in.  Holds the corn firmly until you're finished eating.  Then simply unscrew and remove.  Note that these are designed to work with corn that has been cut on both ends.  Longevitity is the only question, but these holders look and feel plenty sturdy.  Highly recommended.<br />(10/31/2017)  Here I am again. After two years of chomping these holders are still going strong with no issues whatsoever. I only use four as I gave the other four to a friend shortly after purchase.  As I said before, “Best I've Ever Used !!”"
ac66c1cf-e87f-47ab-a391-26acb7797d58,Kitchen,"3dRose wb_4186_1 Trombone Sports Water Bottle, 21 oz, White",5,My son was so excited when I gave this to him.  He takes it to every band practice.
e0e0053b-f9f3-4f7d-9513-d3e1625ceaf0,Jewelry,"Sterling Silver 1.5mm Italian Round Wheat Chain (14, 16, 18, 20, 22, 24, 30 or 36 inch) …",5,Perfect for a silver charm
b007e2a8-cd1f-4ed2-b912-1bd1153d4dd1,Jewelry,Ladies Adjustable Italian Design Mesh Bracelet,5,it is one of the few that don't run up to my elbow or falls off I have very small wrist.
9a5c6344-e6a6-486a-ae0d-134ed7de3e1d,Kitchen,"5pc Cake Decorating Molds- Premium Silicone Decoration Molds for Sugarcraft, Fondant, Gumpaste, Resin Mold , Lace Embossing Impression DIY Cake Fondant Decorating Mold -(set of 5)- Pink",5,The patterns are really nice. Works really well. Would but again.
3df801cb-2325-4e31-bc41-ee71ae851664,Kitchen,J.A. Henckels Twin Gourmet 18-Piece Block Set with Instructional Knife Skills Video,5,Perfect knives & great storage block.
8d9d81bf-1be2-4226-a5bc-0af09506df22,Jewelry,Pair (2) Steel CZ Single Flare Ear Plugs Clear Gem Gauges Tunnels - 2G 6MM,4,"Bought these as a gift for my boyfriend. He likes  them. So that's why 4 stars. would be 5 but the jewel seems a little loose, it hasn't fallen out YET, but we expect it because it seems cheaply made"
2cd0cb45-48b7-4742-aeea-df2f991cac53,Kitchen,"T-fal FR4049 Family Pro 3-Liter Oil Capacity Electric Deep Fryer with Stainless Steel Waffle, 2.6-Pound, Silver",4,I love it! The fries made with it are really good but not greasy. The only thing I don't like about this product is that it is a little bit noisy.
d9c1203c-f961-438f-9e59-ac61df27e038,Kitchen,"Catskill Craftsmen Reversible Perfect Pastry Board, 22"" x 16"" x 3/4""",5,Perfect replacement for an old cutting board.
43bf23a7-6a98-4a05-b49e-b25e84c46935,Jewelry,Stainless Steel Polished CZ 4.00mm Band.,3,The prompts set in between stones are huge take away the stones a bit.  I will keep it but will not be my favorite.
8adce774-d906-4774-a207-82fa7258e6e7,Jewelry,Sterling Silver Dog Dangle Earrings,5,They are very nice.
df28a8ea-508b-4a22-aad0-51c6b986b703,Jewelry,BodyJ4You 36PC-72PCS Crystal Stud Earrings Lot Flexible Bioflex Ear Piercing Stud Gift Set,3,"Look nice , a little to small  but cute."
0f7a8aca-c7d5-4139-8ecd-5d8501d61088,Jewelry,8mm Men's Titanium Ring Wedding Band Black Plated Satin Polish Ridged Edge Size 8-14 SPJ,5,"love it and my superman fans gonna love it, good business arrived early ."
c9dc0726-b779-44d0-a4f4-7e83baa3cca4,Jewelry,"KONOV Polished Stainless Steel Bangle Cuff Bracelet, Unisex Mens Womens, Color Gold",2,I really like it but because im sensitive to certain metals i got an allergic reaction to it.
f72a5f00-b9fd-4f8d-9092-2dfdc6d4485f,Jewelry,Unistyle Jewelry Vintage Mens Womens Leather Bracelet with String Beads Brown Adjustable Bangle,5,I am very impressed with how well this bracelet is made and I love how it looks around my wrist. It was made to perfectly compliment a man or women combining brown leather with silver gold and brown beads. It is adjustable with a knot that can be tightened or loosened and will fit wrist 7 to 9 inches. It arrived in a really nice black box that would make it a great gift idea. I received this product discounted in exchange for a honest and unbiased review.
df7e80d4-0708-4d7c-a09d-684b46478dcc,Kitchen,Aerolatte Shaker and Cappuccino Art set,3,The shaker works fine.  I would like it much better if it had a cap/lid for storing without the fear of ants or moisture penetration.  The stencils are nice and work as advertised.  You can also purchase various other latte art stencils to round out your collection.
bc9ecd60-708d-4452-8198-1214edf344c4,Kitchen,Cuisinart CEC-10 Egg Central Egg Cooker,4,Works great and does 10 eggs! Only downfall is some of the eggs ooze while cooking so cleanup is a bit more than I'd like.
d9f56461-5547-4ba8-8ba4-a4fdf81de20b,Jewelry,Lux Accessories Womens Tribal Floral Bib Statement Necklace,5,"This wasn't the most expensive of necklaces, but one of the reviews that had a video sold me.  I'm glad that I bought it.  It's really adorable and doesn't look cheap or tacky."
71d871c8-2a59-42de-96f5-3423ee5d4784,Jewelry,"KONOV Mens Womens Genuine Leather Bracelet, Angel Wing Braided Cuff Bangle, Black Silver",4,you have to play with the clasp a bit but once its on its pretty good
78a62ae0-7c26-4284-81fb-30a716dd2411,Jewelry,"KONOV Mens Womens Agate Onyx Hexagonal Prism Pile Natural Gemstone Pendant Necklace, 24 inch Chain, Black",4,I honestly wasn't expecting it to be so nice!!! I love it. It was nicely presented and packed. Love love love it
f638499c-6670-496e-a0f6-3e8ad1944343,Jewelry,Sapphire and Diamond Ring 14K White Gold,5,"Love, Love, Love this ring.  It's beautiful!"
00552178-6074-4f0d-8351-6cb508a9c208,Kitchen,Taylor Precision Products Classic Line Candy/Deep Fry Thermometer,1,"I used it once and then it was full of fog, which I can't get rid of."
233528b9-514c-4ff9-91f0-3f2517ffac67,Jewelry,.925 Sterling Silver Rhodium Plated Wedding Engagement Ring,5,Love this ring! It's so pretty! Wish they had 1/2 sizes tho!
3dfab41d-99be-4109-8721-5a3343cd930d,Kitchen,Raw Sugar Cane Swizzle Sticks - Pack of 20,1,This is b less than one star..has no taste I could have got the same taste from a toothpick. .don't buy wasted my money
d8d4ae14-d838-4395-a039-fd2a3b1b5e28,Kitchen,Keurig 2.0 K350 Brewing System - Black,4,This brewer provides many choices as far as cup sizes are concerned. That's a real plus for the selecting the tiny to the large. It also has the carafe that comes in handy when several people are drinking the same flavor. One drawback is that choices of flavors are restricted to cups with the Kuerig  logo. But we have found satisfactory flavored creamers that satisfy different preferences.<br />The reminder to change the filter is a good idea since maintenance is hard for me to keep track of.<br />The choice to brew tea and hot chocolate will probably be used as the weather turns cold and hot beverages are a real necessity.<br />The bottom line is that I really like this model much better than the older one that was used for several years.
0e75b933-ded8-4164-865a-4983b7ba0cc4,Kitchen,Paderno World Cuisine Spiral Vegetable Slicer / Countertop-Mounted Plastic Spiralizer Basic incl. 3 Different Blades Made of Stainless Steel,4,Absolutely love this product! It slice/cuts very easily. clean up is simple and easy to wash and store.
81ea7456-0733-4f91-b401-2e9e46c19a3d,Jewelry,18k Gold Plated Asscher Cut Halo Cubic Zirconia Drop Earrings (2.60 carats),5,Love these earrings. They beautiful!
c59903d2-a6a1-4b07-ad6b-ba3af90b9f4f,Jewelry,Tibetan 5mm Elastic String Happy Buddha Charm Prayer Beads Wrap Bracelet,2,color on beads washed off after 3 weeks
02845cd0-2518-4b78-820b-106add23787d,Kitchen,"Oster CKSTSKFM05 16-Inch Electric Skillet, Black and Stainless Steel",1,I'd give it a negitive if I could.  It buzzes when its plugged in and it only has one setting even though it show's varitable settings.  Its Extreamly hot.... and thats it.  Not worth buying.
00645388-2228-452f-9b5c-7d1a0df1e9d1,Jewelry,Black Tattoo Choker Necklace 90's Accessories Punk Choker (2 Pack),5,"Remember the 1980’s?  Remember the black plastic lace looking like chokers?  I sure do and I loved them then, I’m glad to see them back now.<br /><br />These come in a set of two, black, which goes with everything and fits right over your head onto your neck.<br /><br />I don’t remember these being punk, I do remember as I said earlier than I loved them back then and do now, and it’s an easy addition to any outfit.<br /><br />I received this item at no cost in exchange for my honest opinion"
47e073a8-8bcd-4b50-9d9f-dc3ddd150568,Jewelry,"Jewelry Monster ""Cell Phone"" for Floating Charm Lockets",2,It shouldn't be considered jewelry as it has no way of adding it to jewelry. Luckily my boyfriend is a welder and was able to attach it to metal piece so I could add it like a charm
947989d2-3588-4e7c-bb8c-b163cc8d5386,Jewelry,GURAIO Fashion Lady Strands Suede Rope Bracelet Gift,5,It's a very nice bracelet. I've received many compliments when I have wore the bracelet.
ffa40a7d-e690-4369-a98a-f996a465d134,Jewelry,DC Comics BATMAN Logo CUFFLINKS and TIE CLIP Set,3,I bought these quite a while ago and it took about 3 weeks I understand they came from China but also when I got them the cufflinks were oblong shaped and the bat logo was distorted as you can see from the pic
5371f5cb-856d-4a33-a361-cf542fdf8890,Kitchen,"Alaskan Ulu, Legendary Knife of the Arctic",3,"it has a strudy blade. would rather have a full handle as fingers thru opening, get pintched as you ad pressure. like cutting  thru ribs rolling forward not the bone."
